case_id,_customerInfo.nationalIdNumber||text,_credit.expenseAmount||number,_occupation.incomeAmount||number,_customerInfo.residencePeriodYear||number,_customerInfo.residencePeriodMonth||number,birthDate||date,_customerInfo.foundSuccessLoan||text,_customerInfo.foundLoanRequestReject||text,_loan.loanRequest||number,_credit.ncbGrade||text,_occupation.employType||text,_occupation.previousPeriodYear||number,_occupation.previousPeriodMonth||number,_occupation.periodYear||number,_occupation.periodMonth||number,_occupation.totalPeriodMonth||number,_gsb.foundInGsbBlacklist||text,_credit.debtServiceRatio||number,_occupation.totalPeriodYear||number,_addresses.1.city||text,_addresses.3.city||text,_addresses.2.city||text,scheduleSettings.repaymentInstallments||number,_bankAccount.1.bankId||text,_credit.ncbDebtInstallment||number,_bankAccount.1.isValid||boolean,_documents.15.content||file||MULTI,_customerInfo.titleName||text,firstName||text,lastName||text,gender||text,_customerInfo.idExpireDate||date,mobilePhone||text,emailAddress||text,_customerInfo.educationLevel||text,_customerInfo.mailingAddressIndex||text,_customerInfo.maritalStatus||text,_customerInfo.residenceStatus||text,_customerInfo.residenceType||text,_customerInfo.childAmount||number,_customerInfo.childWorkedAmount||number,_occupation.type||text,_occupation.subType||text,_occupation.companyName||text,_occupation.businessAddressPropertyRight||text,_occupation.businessType||text,_occupation.shareholdingPorpotion||number,_bankAccount.1.accountName||text,_bankAccount.1.isDefault||boolean,_bankAccount.1.accountNumber||text,_loan.loanApplicationNumber||text,scheduleSettings.fixedDaysOfMonth||number,_loan.requestDate||date,_refPersons.1.relationship||text,_refPersons.1.lastName||text,_refPersons.2.lastName||text,_refPersons.1.firstName||text,_refPersons.2.relationship||text,_refPersons.2.mobilePhone||text,_refPersons.2.firstName||text,_refPersons.1.mobilePhone||text,_customerInfo.childNotWorkedAmount||number,_customerInfo.enFirstName||text,_customerInfo.enLastName||text,_credit.isNcbConsentAccept||text,_customerInfo.authenticationType||text,_documents.1.name||text||MULTI,_documents.1.content||file||MULTI,_documents.1.password||text||MULTI,_documents.3.name||text||MULTI,_documents.3.content||file||MULTI,_documents.3.password||text||MULTI,_documents.4.name||text||MULTI,_documents.4.content||file||MULTI,_documents.4.password||text||MULTI,_documents.5.name||text||MULTI,_documents.5.content||file||MULTI,_documents.5.password||text||MULTI,_documents.6.name||text||MULTI,_documents.6.content||file||MULTI,_documents.6.password||text||MULTI,_documents.7.name||text||MULTI,_documents.7.content||file||MULTI,_documents.7.password||text||MULTI,_documents.8.name||text||MULTI,_documents.8.content||file||MULTI,_documents.8.password||text||MULTI,_documents.9.name||text||MULTI,_documents.9.content||file||MULTI,_documents.9.password||text||MULTI,_documents.15.name||text||MULTI,_documents.15.password||text||MULTI,_documents.16.name||text||MULTI,_documents.16.content||file||MULTI,_documents.16.password||text||MULTI
11a2be9f-4fda-43b4-bed0-16762e42d53b,1000000000001,3000,50000,2,1,14-2-1995,NOT_FOUND,NOT_FOUND,50000,AA,FREELANCE,0,0,1,1,1,NOT_FOUND,0,1,10,10,10,24,30,0,true,NCB-744361.pdf,2101,ลูกค้าหนึ่ง,สกุลหนึ่ง,M,14-2-2027,0822463953,test.email@tester.com,6,1,M,01,01,0,0,06,15,บริษัท เงินดีดี จำกัด (มหาชน),2,0,0,ลูกค้าหนึ่ง,true,10999283877,MDD231028-00001,2,2-12-2024,01,สกุลติดต่อหนึ่ง,นามสกุลติดต่อสอง,ชื่อติดต่อหนึ่ง,01,0859948765,ชื่อติดต่อสอง,0988746534,0,Nainueng,Sakunnueng,true,NDID,ID card.pdf,ID card.pdf,-,Pay slip.pdf,Pay slip.pdf,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,test1.pdf,744361,Bookbank.jpg,Bookbank.jpg,-
9e1aaf45-2005-46f6-826c-5f90e8c1f0c3,1000000000002,3000,50000,2,1,14-2-1995,NOT_FOUND,NOT_FOUND,50000,AA,SELF_EMPLOYED,0,0,1,0,0,NOT_FOUND,0,1,10,10,10,24,30,0,true,NCB-744361.pdf,2101,ลูกค้าหนึ่ง,สกุลหนึ่ง,M,14-2-2027,0822463953,test.email@tester.com,6,1,M,01,01,0,0,05,20,บริษัท เงินดีดี จำกัด (มหาชน),2,0,0,ลูกค้าหนึ่ง,true,10999283877,MDD231028-00001,2,2-12-2024,01,สกุลติดต่อหนึ่ง,นามสกุลติดต่อสอง,ชื่อติดต่อหนึ่ง,01,0859948765,ชื่อติดต่อสอง,0988746534,0,Nainueng,Sakunnueng,true,NDID,ID card.pdf,ID card.pdf,-,Pay slip.pdf,Pay slip.pdf,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,test1.pdf,744361,Bookbank.jpg,Bookbank.jpg,-
b2c1e08b-bf34-403a-9869-4048090ae7a5,1000000000003,3000,50000,2,1,14-2-1995,NOT_FOUND,NOT_FOUND,50000,AA,SELF_EMPLOYED,0,0,0,1,1,NOT_FOUND,0,0,10,10,10,24,30,0,true,NCB-744361.pdf,2101,ลูกค้าหนึ่ง,สกุลหนึ่ง,M,14-2-2027,0822463953,test.email@tester.com,6,1,M,01,01,0,0,05,20,บริษัท เงินดีดี จำกัด (มหาชน),2,0,0,ลูกค้าหนึ่ง,true,10999283877,MDD231028-00001,2,2-12-2024,01,สกุลติดต่อหนึ่ง,นามสกุลติดต่อสอง,ชื่อติดต่อหนึ่ง,01,0859948765,ชื่อติดต่อสอง,0988746534,0,Nainueng,Sakunnueng,true,NDID,ID card.pdf,ID card.pdf,-,Pay slip.pdf,Pay slip.pdf,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,test1.pdf,744361,Bookbank.jpg,Bookbank.jpg,-
97ec0e8e-d819-4286-9d46-25e6655c758b,1000000000004,3000,50000,2,1,14-2-1995,NOT_FOUND,NOT_FOUND,50000,AA,EMPLOYEE,0,0,0,6,6,NOT_FOUND,0,0,10,10,10,24,30,0,true,NCB-744361.pdf,2101,ลูกค้าหนึ่ง,สกุลหนึ่ง,M,14-2-2027,0822463953,test.email@tester.com,6,1,M,01,01,0,0,01,01,บริษัท เงินดีดี จำกัด (มหาชน),2,0,0,ลูกค้าหนึ่ง,true,10999283877,MDD231028-00001,2,2-12-2024,01,สกุลติดต่อหนึ่ง,นามสกุลติดต่อสอง,ชื่อติดต่อหนึ่ง,01,0859948765,ชื่อติดต่อสอง,0988746534,0,Nainueng,Sakunnueng,true,NDID,ID card.pdf,ID card.pdf,-,Pay slip.pdf,Pay slip.pdf,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,test1.pdf,744361,Bookbank.jpg,Bookbank.jpg,-
d93e8563-cf34-4082-a962-178a2d93ad97,1000000000005,3000,50000,2,1,14-2-1995,NOT_FOUND,NOT_FOUND,50000,AA,EMPLOYEE,0,4,0,4,8,NOT_FOUND,0,0,10,10,10,24,30,0,true,NCB-744361.pdf,2101,ลูกค้าหนึ่ง,สกุลหนึ่ง,M,14-2-2027,0822463953,test.email@tester.com,6,1,M,01,01,0,0,01,01,บริษัท เงินดีดี จำกัด (มหาชน),2,0,0,ลูกค้าหนึ่ง,true,10999283877,MDD231028-00001,2,2-12-2024,01,สกุลติดต่อหนึ่ง,นามสกุลติดต่อสอง,ชื่อติดต่อหนึ่ง,01,0859948765,ชื่อติดต่อสอง,0988746534,0,Nainueng,Sakunnueng,true,NDID,ID card.pdf,ID card.pdf,-,Pay slip.pdf,Pay slip.pdf,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,test1.pdf,744361,Bookbank.jpg,Bookbank.jpg,-
9e7454c4-e8a1-46c5-8633-2fc3b5987fe7,1000000000006,3000,50000,2,1,14-2-1995,NOT_FOUND,NOT_FOUND,50000,AA,EMPLOYEE,0,0,0,3,3,NOT_FOUND,0,0,10,10,10,24,30,0,true,NCB-744361.pdf,2101,ลูกค้าหนึ่ง,สกุลหนึ่ง,M,14-2-2027,0822463953,test.email@tester.com,6,1,M,01,01,0,0,01,01,บริษัท เงินดีดี จำกัด (มหาชน),2,0,0,ลูกค้าหนึ่ง,true,10999283877,MDD231028-00001,2,2-12-2024,01,สกุลติดต่อหนึ่ง,นามสกุลติดต่อสอง,ชื่อติดต่อหนึ่ง,01,0859948765,ชื่อติดต่อสอง,0988746534,0,Nainueng,Sakunnueng,true,NDID,ID card.pdf,ID card.pdf,-,Pay slip.pdf,Pay slip.pdf,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,test1.pdf,744361,Bookbank.jpg,Bookbank.jpg,-
a99ebfa0-2845-484d-b0bb-298a42ae24e7,1000000000007,3000,9000,2,1,14-2-1995,NOT_FOUND,NOT_FOUND,50000,AA,EMPLOYEE,0,0,1,1,1,NOT_FOUND,0,1,10,10,10,24,30,0,true,NCB-744361.pdf,2101,ลูกค้าหนึ่ง,สกุลหนึ่ง,M,14-2-2027,0822463953,test.email@tester.com,6,1,M,01,01,0,0,01,01,บริษัท เงินดีดี จำกัด (มหาชน),2,0,0,ลูกค้าหนึ่ง,true,10999283877,MDD231028-00001,2,2-12-2024,01,สกุลติดต่อหนึ่ง,นามสกุลติดต่อสอง,ชื่อติดต่อหนึ่ง,01,0859948765,ชื่อติดต่อสอง,0988746534,0,Nainueng,Sakunnueng,true,NDID,ID card.pdf,ID card.pdf,-,Pay slip.pdf,Pay slip.pdf,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,test1.pdf,744361,Bookbank.jpg,Bookbank.jpg,-
665d66ea-e7eb-4d56-9959-edab18cb5af7,1000000000008,3000,20000,2,1,14-2-1995,NOT_FOUND,NOT_FOUND,50000,AA,EMPLOYEE,0,0,1,1,1,NOT_FOUND,0,1,10,10,10,24,30,0,true,NCB-744361.pdf,2101,ลูกค้าหนึ่ง,สกุลหนึ่ง,M,14-2-2027,0822463953,test.email@tester.com,6,1,M,01,01,0,0,01,01,บริษัท เงินดีดี จำกัด (มหาชน),2,0,0,ลูกค้าหนึ่ง,true,10999283877,MDD231028-00001,2,2-12-2024,01,สกุลติดต่อหนึ่ง,นามสกุลติดต่อสอง,ชื่อติดต่อหนึ่ง,01,0859948765,ชื่อติดต่อสอง,0988746534,0,Nainueng,Sakunnueng,true,NDID,ID card.pdf,ID card.pdf,-,Pay slip.pdf,Pay slip.pdf,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,test1.pdf,744361,Bookbank.jpg,Bookbank.jpg,-
6a9c0213-8a57-4315-94ba-fed6b40af7af,1000000000009,3000,50000,2,1,14-2-1995,NOT_FOUND,NOT_FOUND,50000,AA,SELF_EMPLOYED,0,0,1,1,1,NOT_FOUND,0,1,10,10,10,24,30,0,true,NCB-744361.pdf,2101,ลูกค้าหนึ่ง,สกุลหนึ่ง,M,14-2-2027,0822463953,test.email@tester.com,6,1,M,01,01,0,0,05,25,บริษัท เงินดีดี จำกัด (มหาชน),2,0,0,ลูกค้าหนึ่ง,true,10999283877,MDD231028-00001,2,2-12-2024,01,สกุลติดต่อหนึ่ง,นามสกุลติดต่อสอง,ชื่อติดต่อหนึ่ง,01,0859948765,ชื่อติดต่อสอง,0988746534,0,Nainueng,Sakunnueng,true,NDID,ID card.pdf,ID card.pdf,-,Pay slip.pdf,Pay slip.pdf,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,test1.pdf,744361,Bookbank.jpg,Bookbank.jpg,-
9db92a0e-e229-4e3a-b04d-0aa778195edb,1000000000010,3000,50000,2,1,14-2-1953,NOT_FOUND,NOT_FOUND,50000,AA,EMPLOYEE,0,0,1,1,1,NOT_FOUND,0,1,10,10,10,24,30,0,true,NCB-744361.pdf,2101,ลูกค้าหนึ่ง,สกุลหนึ่ง,M,14-2-2027,0822463953,test.email@tester.com,6,1,M,01,01,0,0,01,01,บริษัท เงินดีดี จำกัด (มหาชน),2,0,0,ลูกค้าหนึ่ง,true,10999283877,MDD231028-00001,2,2-12-2024,01,สกุลติดต่อหนึ่ง,นามสกุลติดต่อสอง,ชื่อติดต่อหนึ่ง,01,0859948765,ชื่อติดต่อสอง,0988746534,0,Nainueng,Sakunnueng,true,NDID,ID card.pdf,ID card.pdf,-,Pay slip.pdf,Pay slip.pdf,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,Bank-statement-example.png,Bank-statement-example.png,-,test1.pdf,744361,Bookbank.jpg,Bookbank.jpg,-
